File Type:, 
Path:,C:\Dokumente und Einstellungen\studenten\Eigene Dateien\Haller\Masterarbeit\Fraesversuche\Nut_HyperMILL\
Filename:,D4_HMILL_1_Nut1.dwd
Config ID:,D4_HMILL_1_Nut1.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:, 
Time:, 
Sampling rate [Hz]:,500
Measuring time [s]:,120.
Delay time [s]:,0.
Cycle time [s]:,0.
Cycles:,1
Samples per channel:,60001
Cycle interval:,0
Channel enabled:,1,1,1,
Cycle No:	1
Time [s],Fz,Fy,Fx,
0.176,-9.46045,1.83105,1.25122,
0.178,-9.46045,1.34277,0.946045,
0.18,-9.42993,1.34277,1.20544,
0.182,-9.12476,2.01416,1.67847,
0.184,-9.79614,1.15967,1.20544,
0.186,-9.30786,1.7395,1.63269,
0.188,-9.30786,1.5564,1.31226,
0.19,-9.552,1.06812,1.8158,
0.192,-9.64355,2.01416,1.64795,
0.194,-9.82666,1.09863,1.15967,
0.196,-9.52148,1.8158,1.67847,
0.198,-9.64355,1.77002,1.11389,
0.2,-9.21631,1.11389,1.31226,
0.202,-10.0403,2.28882,1.20544,
0.204,-9.64355,1.40381,0.656128,
0.206,-9.52148,1.78528,1.05286,
0.208,-9.24683,2.01416,0.640869,
0.21,-9.15527,1.14441,0.671387,
0.212,-9.39941,2.12097,0.778198,
0.214,-9.33838,1.41907,0.274658,
0.216,-9.24683,1.90735,0.717163,
0.218,-9.3689,1.9989,0.350952,
0.22,-9.42993,1.4801,0.427246,
0.222,-9.30786,2.42615,0.839233,
0.224,-9.39941,1.66321,0.442505,
0.226,-9.33838,1.89209,0.854492,
0.228,-9.3689,2.18201,0.610352,
0.23,-9.46045,1.64795,0.747681,
0.232,-9.61304,2.24304,1.09863,
0.234,-9.39941,1.69373,0.656128,
0.236,-9.49097,1.84631,1.11389,
0.238,-10.376,2.85339,1.05286,
0.24,-9.58252,1.35803,1.12915,
0.242,-9.67407,2.41089,1.34277,
0.244,-9.30786,1.95313,0.88501,
0.246,-9.49097,1.93787,1.37329,
0.248,-9.30786,2.39563,1.0376,
0.25,-9.39941,1.63269,1.37329,
0.252,-9.39941,2.21252,1.28174,
0.254,-9.30786,1.4801,0.869751,
0.256,-9.58252,1.67847,1.28174,
0.258,-9.30786,2.12097,0.961304,
0.26,-9.3689,1.20544,0.991821,
0.262,-9.552,2.18201,1.28174,
0.264,-9.09424,1.58691,0.610352,
0.266,-9.52148,2.38037,0.915527,
0.268,-9.46045,2.31934,0.610352,
0.27,-9.24683,1.31226,0.488281,
0.272,-9.24683,2.15149,0.915527,
0.274,-9.21631,1.52588,6.10352e-002,
0.276,-9.3689,1.15967,0.88501,
0.278,-9.33838,1.70898,0.579834,
0.28,-9.52148,0.549316,0.686646,
0.282,-9.39941,1.14441,1.02234,
0.284,-9.39941,1.32751,0.656128,
0.286,-9.552,1.28174,0.961304,
0.288,-9.27734,1.86157,0.869751,
0.29,-9.52148,0.88501,0.686646,
0.292,-9.00269,1.80054,1.15967,
0.294,-9.3689,1.32751,0.686646,
0.296,-9.70459,1.17493,1.09863,
0.298,-9.552,2.16675,0.900269,
0.3,-9.24683,1.40381,0.808716,
0.302,-9.24683,2.09045,0.991821,
0.304,-7.8125,1.49536,0.686646,
0.306,-9.46045,1.297,0.930786,
0.308,-9.3689,1.72424,0.854492,
0.31,-9.39941,0.732422,0.930786,
0.312,-9.21631,1.58691,1.34277,
0.314,-8.8501,1.28174,0.839233,
0.316,-9.27734,1.28174,1.00708,
0.318,-9.33838,2.15149,0.854492,
0.32,-8.60596,1.14441,0.701904,
0.322,-9.39941,1.96838,1.14441,
0.324,-9.27734,1.0376,0.442505,
0.326,-9.30786,1.15967,0.152588,
0.328,-9.552,2.02942,0.869751,
0.33,-9.42993,1.14441,-7.62939e-002,
0.332,-9.64355,1.49536,0.305176,
0.334,-9.24683,1.5564,0.595093,
0.336,-9.24683,0.991821,-0.305176,
0.338,-9.21631,1.9989,1.15967,
0.34,-9.3689,1.14441,0.442505,
0.342,-9.39941,1.83105,1.09863,
0.344,-9.3689,1.67847,0.579834,
0.346,-9.52148,1.15967,0.976563,
0.348,-9.33838,2.18201,1.05286,
0.35,-9.67407,1.26648,0.610352,
0.352,-9.552,1.87683,1.43433,
0.354,-9.24683,1.67847,0.854492,
0.356,-9.39941,1.20544,1.0376,
0.358,-9.49097,1.98364,1.12915,
0.36,-9.33838,1.23596,0.671387,
0.362,-9.58252,1.86157,1.14441,
0.364,-9.3689,1.66321,0.88501,
0.366,-9.33838,1.15967,0.976563,
0.368,-9.00269,2.15149,1.05286,
0.37,-9.552,1.31226,0.595093,
0.372,-10.0708,1.83105,1.26648,
0.374,-9.42993,1.77002,6.10352e-002,
0.376,-9.27734,1.14441,0.915527,
0.378,-9.39941,2.09045,1.02234,
0.38,-9.46045,1.28174,0.595093,
0.382,-9.79614,1.77002,1.11389,
0.384,-9.24683,1.77002,0.762939,
0.386,-9.3689,1.11389,0.732422,
0.388,-9.49097,1.9989,0.976563,
0.39,-9.39941,1.26648,0.473022,
0.392,-9.3689,1.60217,1.09863,
0.394,-9.30786,1.98364,0.808716,
0.396,-9.3689,1.15967,0.915527,
0.398,-9.61304,2.10571,0.900269,
0.4,-9.33838,1.20544,0.701904,
0.402,-9.30786,1.70898,1.08337,
0.404,-9.33838,1.84631,0.732422,
0.406,-9.46045,1.12915,0.88501,
0.408,-9.46045,2.12097,1.12915,
0.41,-9.46045,1.37329,0.671387,
0.412,-9.33838,1.84631,1.17493,
0.414,-9.3689,2.30408,0.900269,
0.416,-9.33838,1.83105,0.854492,
0.418,-9.12476,2.74658,0.930786,
0.42,-9.46045,2.27356,0.701904,
0.422,-9.70459,2.0752,1.09863,
0.424,-10.1929,2.62451,0.839233,
0.426,-9.61304,1.67847,0.915527,
0.428,-9.46045,2.19727,1.09863,
0.43,-9.49097,1.0376,0.564575,
0.432,-9.39941,1.80054,1.12915,
0.434,-9.39941,2.01416,0.732422,
0.436,-9.39941,1.06812,0.595093,
0.438,-9.30786,1.64795,0.961304,
0.44,-9.27734,0.534058,0.656128,
0.442,-9.24683,1.7395,0.930786,
0.444,-9.46045,1.93787,0.534058,
0.446,-9.15527,1.31226,0.732422,
0.448,-9.3689,2.21252,1.11389,
0.45,-9.33838,1.44958,0.656128,
0.452,-9.42993,1.61743,1.84631,
0.454,-9.39941,1.9989,0.991821,
0.456,-9.46045,0.854492,0.900269,
0.458,-9.61304,1.75476,1.25122,
0.46,-9.552,1.19019,0.823975,
0.462,-9.49097,1.35803,1.34277,
0.464,-9.27734,1.86157,0.991821,
0.466,-9.64355,0.976563,0.839233,
0.468,-9.30786,1.95313,1.38855,
0.47,-10.2539,1.38855,0.717163,
0.472,-9.46045,1.41907,1.09863,
0.474,-9.33838,2.15149,0.869751,
0.476,-9.30786,1.11389,0.823975,
0.478,-9.24683,1.95313,0.991821,
0.48,-9.46045,1.44958,0.534058,
0.482,-9.42993,1.26648,0.991821,
0.484,-9.21631,2.02942,0.839233,
0.486,-9.18579,1.02234,0.747681,
0.488,-9.42993,1.78528,1.0376,
0.49,-9.39941,1.40381,0.549316,
0.492,-9.24683,1.26648,0.991821,
0.494,-9.3689,1.95313,0.915527,
0.496,-9.49097,1.28174,0.747681,
0.498,-9.85718,1.95313,1.12915,
0.5,-9.58252,1.46484,0.610352,
0.502,-9.06372,1.37329,0.595093,
0.504,-9.49097,2.05994,1.05286,
0.506,-9.33838,1.12915,0.808716,
0.508,-9.52148,1.90735,1.11389,
0.51,-9.27734,1.4801,0.747681,
0.512,-9.52148,1.20544,1.14441,
0.514,-9.33838,2.01416,1.20544,
0.516,-9.552,1.11389,0.778198,
0.518,-9.15527,1.8158,1.26648,
0.52,-9.33838,1.54114,0.778198,
0.522,-9.552,1.28174,1.12915,
0.524,-10.0403,2.09045,1.05286,
0.526,-9.30786,1.09863,0.686646,
0.528,-9.552,1.98364,1.19019,
0.53,-9.33838,2.36511,0.656128,
0.532,-9.3689,1.34277,1.02234,
0.534,-9.06372,2.01416,0.915527,
0.536,-9.49097,1.15967,0.564575,
0.538,-9.33838,1.87683,1.09863,
0.54,-9.46045,1.06812,0.549316,
0.542,-9.33838,1.28174,0.900269,
0.544,-9.15527,2.50244,1.02234,
0.546,-9.33838,1.28174,0.62561,
0.548,-9.42993,2.04468,1.09863,
0.55,-9.33838,1.67847,0.62561,
0.552,-9.3689,1.19019,0.976563,
0.554,-9.12476,2.10571,1.09863,
0.556,-9.30786,1.40381,0.610352,
0.558,-9.46045,1.78528,1.11389,
0.56,-9.42993,1.67847,0.778198,
0.562,-9.52148,1.14441,1.00708,
0.564,-9.12476,2.09045,0.930786,
0.566,-9.46045,1.28174,0.488281,
0.568,-9.30786,1.90735,1.12915,
0.57,-9.3689,1.72424,0.793457,
0.572,-9.33838,1.26648,1.297,
0.574,-9.33838,2.04468,1.11389,
0.576,-9.3689,1.14441,0.656128,
0.578,-9.46045,1.80054,1.23596,
0.58,-9.39941,1.83105,0.778198,
0.582,-9.24683,1.15967,0.854492,
0.584,-9.06372,2.0752,0.991821,
0.586,-9.24683,1.19019,0.640869,
0.588,-9.33838,1.61743,1.70898,
0.59,-9.33838,1.8158,0.701904,
0.592,-9.30786,0.732422,0.793457,
0.594,-9.49097,2.04468,0.900269,
0.596,-9.3689,1.19019,0.610352,
0.598,-9.33838,1.70898,1.14441,
0.6,-9.27734,1.78528,0.656128,
0.602,-9.8877,1.11389,0.869751,
0.604,-9.0332,2.24304,0.976563,
0.606,-9.0332,1.38855,0.610352,
0.608,-9.30786,1.72424,1.08337,
0.61,-9.33838,1.7395,0.732422,
0.612,-9.49097,1.11389,0.747681,
0.614,-9.42993,1.92261,1.11389,
0.616,-9.30786,0.961304,0.656128,
0.618,-9.00269,1.49536,1.0376,
0.62,-9.09424,1.78528,0.88501,
0.622,-9.39941,1.0376,1.19019,
0.624,-9.552,2.38037,1.06812,
0.626,-9.27734,1.32751,0.549316,
0.628,-9.39941,1.61743,1.14441,
0.63,-9.30786,1.93787,1.4801,
0.632,-9.42993,1.08337,0.88501,
0.634,-9.33838,2.0752,1.12915,
0.636,-9.21631,1.20544,-0.152588,
0.638,-9.24683,1.49536,1.14441,
0.64,-9.09424,1.86157,0.823975,
0.642,-9.27734,0.930786,0.686646,
0.644,-9.12476,2.10571,1.05286,
0.646,-8.08716,1.28174,0.457764,
0.648,-9.3689,1.54114,0.946045,
0.65,-9.3689,2.19727,0.793457,
0.652,-9.30786,1.05286,0.900269,
0.654,-9.39941,2.04468,1.09863,
0.656,-9.67407,1.38855,0.656128,
0.658,-9.52148,1.52588,1.08337,
0.66,-9.24683,2.01416,0.88501,
0.662,-9.33838,1.05286,0.854492,
0.664,-9.3689,2.01416,1.02234,
0.666,-8.94165,1.34277,0.686646,
0.668,-9.39941,1.43433,1.09863,
0.67,-9.3689,1.93787,0.854492,
0.672,-9.42993,0.930786,0.88501,
0.674,-9.33838,1.95313,1.19019,
0.676,-9.24683,1.40381,0.671387,
0.678,-9.21631,1.26648,1.05286,
0.68,-9.33838,1.95313,0.823975,
0.682,-9.42993,1.05286,0.808716,
0.684,-9.33838,1.96838,1.06812,
0.686,-9.3689,1.32751,0.640869,
0.688,-9.58252,1.23596,0.991821,
0.69,-9.73511,1.90735,0.961304,
0.692,-8.91113,1.02234,0.793457,
0.694,-9.39941,1.87683,1.43433,
0.696,-9.30786,1.43433,0.595093,
0.698,-9.46045,1.14441,1.02234,
0.7,-9.15527,2.05994,0.854492,
0.702,-8.8501,1.00708,0.701904,
0.704,-9.42993,1.93787,1.09863,
0.706,-9.42993,1.4801,0.610352,
0.708,-9.42993,1.28174,1.20544,
0.71,-9.3689,2.0752,0.900269,
0.712,-9.79614,0.839233,0.823975,
0.714,-9.39941,1.90735,1.0376,
0.716,-9.3689,1.57166,0.640869,
0.718,-9.06372,1.11389,0.946045,
0.72,-9.33838,2.04468,1.00708,
0.722,-9.67407,1.09863,0.686646,
0.724,-9.39941,1.90735,1.20544,
0.726,-9.21631,1.66321,0.747681,
0.728,-9.58252,1.14441,0.946045,
0.73,-9.42993,1.98364,0.961304,
0.732,-9.33838,1.0376,0.640869,
0.734,-9.27734,1.77002,1.19019,
0.736,-9.33838,1.60217,0.778198,
0.738,-9.76563,1.12915,0.900269,
0.74,-9.52148,1.92261,0.946045,
0.742,-9.52148,1.09863,0.961304,
0.744,-9.3689,1.75476,1.26648,
0.746,-9.46045,1.70898,0.656128,
0.748,-9.49097,1.14441,0.915527,
0.75,-9.39941,2.10571,0.610352,
0.752,-9.552,1.15967,0.732422,
0.754,-9.49097,1.70898,1.09863,
0.756,-9.39941,1.78528,0.579834,
0.758,-9.49097,1.0376,0.946045,
0.76,-9.42993,1.92261,0.976563,
0.762,-9.3689,0.946045,0.808716,
0.764,-9.52148,1.09863,1.25122,
0.766,-10.2539,1.28174,0.732422,
0.768,-9.52148,0.488281,1.12915,
0.77,-9.33838,0.656128,1.25122,
0.772,-9.42993,0.488281,0.946045,
0.774,-9.24683,0.991821,1.25122,
0.776,-9.3689,1.08337,0.839233,
0.778,-9.46045,0.717163,0.915527,
0.78,-9.42993,1.60217,1.0376,
0.782,-9.33838,1.11389,0.62561,
0.784,-9.33838,1.58691,1.14441,
0.786,-9.24683,1.70898,0.62561,
0.788,-9.27734,1.09863,0.732422,
0.79,-9.46045,2.04468,1.00708,
0.792,-9.3689,1.08337,0.686646,
0.794,-9.33838,1.44958,1.02234,
0.796,-9.06372,1.5564,0.793457,
0.798,-9.42993,0.62561,0.869751,
0.8,-9.42993,1.38855,1.11389,
0.802,-9.27734,0.549316,0.823975,
0.804,-9.24683,1.15967,1.25122,
0.806,-9.42993,1.32751,0.671387,
0.808,-9.33838,0.610352,0.930786,
0.81,-9.67407,1.38855,1.09863,
0.812,-9.24683,0.900269,0.839233,
0.814,-9.42993,1.14441,1.31226,
0.816,-9.33838,1.35803,0.900269,
0.818,-9.52148,0.701904,0.915527,
0.82,-9.58252,1.66321,1.20544,
0.822,-9.27734,1.26648,0.640869,
0.824,-9.21631,1.40381,1.06812,
0.826,-9.27734,1.98364,0.595093,
0.828,-9.61304,1.02234,0.823975,
0.83,-9.52148,2.01416,1.02234,
0.832,-9.39941,1.38855,0.793457,
0.834,-9.39941,1.46484,1.11389,
0.836,-9.15527,2.10571,0.656128,
0.838,-9.33838,1.5564,0.732422,
0.84,-9.21631,2.53296,1.05286,
0.842,-9.49097,2.38037,0.534058,
0.844,-9.30786,2.24304,0.961304,
0.846,-9.39941,2.85339,0.869751,
0.848,-9.33838,2.0752,0.823975,
0.85,-9.61304,2.76184,1.11389,
0.852,-9.52148,2.19727,0.717163,
0.854,-9.33838,2.24304,1.06812,
0.856,-9.39941,2.63977,0.808716,
0.858,-9.09424,1.92261,0.717163,
0.86,-9.3689,3.11279,1.05286,
0.862,-9.18579,2.67029,0.518799,
0.864,-9.42993,2.73132,0.946045,
0.866,-9.18579,3.34167,0.854492,
0.868,-9.27734,2.63977,0.732422,
0.87,-9.39941,3.25012,0.869751,
0.872,-9.58252,2.62451,0.656128,
0.874,-9.39941,2.39563,1.0376,
0.876,-9.39941,2.83813,0.778198,
0.878,-9.33838,1.87683,0.717163,
0.88,-9.8877,2.48718,1.11389,
0.882,-9.27734,2.27356,0.656128,
0.884,-9.552,2.05994,0.961304,
0.886,-9.12476,2.45667,0.915527,
0.888,-9.24683,1.70898,0.671387,
0.89,-9.42993,2.34985,1.15967,
0.892,-9.27734,2.12097,0.961304,
0.894,-9.46045,1.69373,1.28174,
0.896,-9.39941,2.19727,1.02234,
0.898,-9.52148,1.15967,1.17493,
0.9,-9.46045,1.63269,1.51062,
0.902,-9.18579,1.9989,1.09863,
0.904,-9.3689,1.38855,1.05286,
0.906,-9.3689,1.93787,1.38855,
0.908,-9.33838,1.297,1.15967,
0.91,-9.3689,1.89209,1.5564,
0.912,-9.3689,1.54114,1.02234,
0.914,-9.39941,1.86157,1.26648,
0.916,-9.552,2.10571,1.02234,
0.918,-9.46045,1.32751,0.869751,
0.92,-9.42993,2.38037,1.08337,
0.922,-9.30786,1.67847,0.656128,
0.924,-9.24683,1.31226,0.869751,
0.926,-8.75854,2.62451,0.808716,
0.928,-9.46045,0.946045,0.38147,
0.93,-9.30786,1.4801,0.854492,
0.932,-9.27734,1.67847,0.442505,
0.934,-9.49097,1.06812,3.05176e-002,
0.936,-9.46045,2.2583,0.62561,
0.938,-9.64355,1.17493,0.411987,
0.94,-9.58252,1.78528,0.88501,
0.942,-9.46045,1.66321,0.457764,
0.944,-9.52148,1.32751,0.717163,
0.946,-9.73511,2.02942,0.701904,
0.948,-9.49097,1.17493,-0.12207,
0.95,-9.85718,1.67847,0.869751,
0.952,-9.64355,1.80054,0.656128,
0.954,-9.00269,1.19019,0.930786,
0.956,-9.18579,2.02942,0.88501,
0.958,-9.18579,1.20544,0.534058,
0.96,-9.21631,1.66321,1.05286,
0.962,-9.39941,1.80054,0.900269,
0.964,-9.3689,1.05286,1.06812,
0.966,-9.30786,2.0752,1.25122,
0.968,-9.33838,1.26648,1.54114,
0.97,-9.30786,1.78528,1.40381,
0.972,-9.33838,1.96838,1.20544,
0.974,-9.552,1.57166,1.41907,
0.976,-9.58252,2.33459,1.38855,
0.978,-9.46045,1.8158,1.08337,
0.98,-9.552,1.80054,1.35803,
0.982,-9.73511,2.19727,1.15967,
0.984,-9.552,1.83105,1.14441,
0.986,-9.52148,2.83813,1.32751,
0.988,-9.67407,2.38037,0.732422,
0.99,-9.24683,2.44141,1.19019,
0.992,-9.52148,2.38037,0.839233,
0.994,-9.552,2.34985,0.762939,
0.996,-9.24683,3.25012,0.869751,
0.998,-9.46045,2.44141,0.427246,
1.,-9.3689,2.7771,0.488281,
1.002,-9.64355,2.86865,0.671387,
1.004,-9.30786,2.18201,0.595093,
1.006,-9.3689,2.94495,0.854492,
1.008,-9.42993,2.21252,0.320435,
1.01,-9.49097,2.41089,0.747681,
1.012,-9.49097,2.89917,0.610352,
1.014,-8.88062,1.60217,0.656128,
1.016,-9.00269,2.12097,1.78528,
1.018,-9.46045,1.84631,0.62561,
1.02,-9.64355,1.49536,1.28174,
1.022,-9.42993,1.61743,1.31226,
1.024,-9.3689,0.549316,1.08337,
1.026,-9.39941,0.823975,1.31226,
1.028,-9.49097,0.610352,1.02234,
1.03,-9.552,0.38147,1.31226,
1.032,-9.30786,1.09863,1.32751,
1.034,-9.33838,0.473022,1.08337,
1.036,-9.21631,1.35803,1.38855,
1.038,-9.49097,0.839233,1.0376,
1.04,-9.61304,0.854492,1.40381,
1.042,-9.52148,1.40381,1.15967,
1.044,-9.33838,0.900269,0.579834,
1.046,-9.46045,1.77002,1.28174,
1.048,-9.12476,1.31226,0.854492,
1.05,-9.21631,1.17493,1.32751,
1.052,-9.42993,1.86157,0.946045,
1.054,-9.30786,0.915527,0.930786,
1.056,-9.39941,1.67847,1.15967,
1.058,-9.58252,1.14441,0.717163,
1.06,-9.46045,0.869751,1.0376,
1.062,-9.39941,1.52588,0.961304,
1.064,-9.39941,0.869751,1.19019,
1.066,-9.42993,1.69373,1.12915,
1.068,-9.30786,1.44958,0.640869,
1.07,-9.58252,0.900269,1.0376,
1.072,-9.46045,1.92261,0.869751,
1.074,-9.52148,1.43433,-1.32751,
1.076,-10.376,0.167847,-1.14441,
1.078,-10.1624,1.34277,-1.70898,
1.08,-10.1624,-1.70898,-4.28772,
1.082,-10.9558,-0.442505,-0.488281,
1.084,-9.79614,0.350952,-4.45557,
1.086,-10.4065,-0.228882,-2.54822,
1.088,-10.3455,1.02234,-0.747681,
1.09,-9.79614,-0.976563,-4.47083,
1.092,-10.1318,0.198364,-1.52588e-002,
1.094,-9.70459,1.05286,-1.8158,
1.096,-10.498,-0.595093,-3.63159,
1.098,-9.97925,2.01416,1.05286,
1.1,-9.46045,0.88501,-1.77002,
1.102,-11.0474,0.442505,0.595093,
1.104,-10.0403,0.778198,0.579834,
1.106,-9.42993,0.244141,4.57764e-002,
1.108,-9.3689,1.51062,0.595093,
1.11,-9.552,0.976563,0.915527,
1.112,-8.11768,2.19727,0.946045,
1.114,-9.46045,1.297,0.991821,
1.116,-9.42993,1.77002,1.05286,
1.118,-9.18579,1.63269,0.595093,
1.12,-9.46045,0.930786,0.793457,
1.122,-9.39941,1.89209,1.05286,
1.124,-9.42993,0.915527,0.610352,
1.126,-9.30786,1.49536,1.0376,
1.128,-9.552,1.40381,0.808716,
1.13,-9.42993,1.12915,0.88501,
1.132,-9.39941,2.02942,1.0376,
1.134,-9.58252,1.31226,0.701904,
1.136,-9.42993,1.66321,1.15967,
1.138,-9.52148,1.78528,0.88501,
1.14,-9.58252,0.976563,1.09863,
1.142,-9.3689,1.90735,1.09863,
1.144,-9.76563,0.900269,0.762939,
1.146,-9.52148,1.46484,1.12915,
1.148,-9.58252,1.66321,0.808716,
1.15,-9.58252,0.946045,0.976563,
1.152,-9.3689,1.15967,1.23596,
1.154,-9.33838,1.40381,0.747681,
1.156,-9.58252,1.63269,1.15967,
1.158,-9.49097,1.40381,0.778198,
1.16,-9.61304,0.930786,-1.52588e-002,
1.162,-9.18579,1.86157,1.77002,
1.164,-9.42993,1.02234,0.595093,
1.166,-9.46045,1.44958,1.0376,
1.168,-9.46045,1.75476,0.762939,
1.17,-9.61304,0.946045,0.869751,
1.172,-9.42993,1.93787,1.05286,
1.174,-9.70459,1.20544,0.62561,
1.176,-9.70459,1.49536,0.62561,
1.178,-9.52148,1.84631,0.717163,
1.18,-9.52148,0.823975,0.778198,
1.182,-9.39941,1.83105,1.38855,
1.184,-9.46045,0.793457,0.656128,
1.186,-9.42993,1.31226,1.14441,
1.188,-9.39941,1.72424,0.839233,
1.19,-9.42993,0.793457,0.915527,
1.192,-9.46045,1.77002,1.09863,
1.194,-9.33838,1.12915,0.62561,
1.196,-9.39941,1.34277,0.198364,
1.198,-9.27734,1.86157,0.839233,
1.2,-9.70459,0.991821,0.778198,
1.202,-9.3689,1.92261,1.32751,
1.204,-9.61304,1.09863,1.23596,
1.206,-9.33838,1.32751,1.06812,
1.208,-9.3689,1.83105,0.808716,
1.21,-9.58252,0.747681,0.778198,
1.212,-9.18579,1.72424,1.12915,
1.214,-9.39941,1.08337,0.640869,
1.216,-9.3689,1.12915,1.12915,
1.218,-9.552,1.66321,0.854492,
1.22,-9.49097,1.11389,0.747681,
1.222,-9.33838,1.12915,1.08337,
1.224,-9.33838,1.37329,0.534058,
1.226,-9.24683,1.20544,0.976563,
1.228,-9.39941,2.02942,0.808716,
1.23,-9.52148,0.747681,0.686646,
1.232,-9.73511,1.83105,1.12915,
1.234,-9.0332,0.88501,0.686646,
1.236,-9.61304,1.17493,1.08337,
1.238,-9.76563,1.90735,0.930786,
1.24,-9.552,0.534058,0.656128,
1.242,-9.49097,1.78528,1.14441,
1.244,-9.42993,1.34277,0.717163,
1.246,-9.06372,1.14441,0.930786,
1.248,-9.64355,2.01416,0.991821,
1.25,-9.552,0.946045,0.671387,
1.252,-9.49097,1.89209,1.14441,
1.254,-9.24683,1.41907,0.610352,
1.256,-9.64355,1.51062,1.02234,
1.258,-9.27734,1.93787,0.930786,
1.26,-9.42993,0.930786,0.640869,
