0,9.770312,2.0466,0.654,-2.2935,2.0466,11938.07602,-2.2935,-11.5,0,1528,4.97738,431.432091
0.004,NaN,NaN,-0.142,NaN,NaN,11940.5365,NaN,NaN,NaN,NaN,NaN,560.861718
0.008,NaN,NaN,0.178,NaN,NaN,11938.07602,NaN,NaN,NaN,NaN,NaN,1193.628784
0.012,NaN,NaN,1.295,NaN,NaN,11934.47113,NaN,NaN,NaN,NaN,NaN,1438.106969
0.016,NaN,NaN,1.606,NaN,NaN,11934.81445,NaN,NaN,NaN,NaN,NaN,934.76953
0.02,NaN,NaN,0.553,NaN,NaN,11938.47656,NaN,NaN,NaN,NaN,NaN,417.051021
0.024,NaN,NaN,-0.165,NaN,NaN,11940.13596,NaN,NaN,NaN,NaN,NaN,589.623857
0.028,NaN,NaN,0.338,NaN,NaN,11937.50382,NaN,NaN,NaN,NaN,NaN,1193.628784
0.032,NaN,NaN,1.396,NaN,NaN,11933.95615,NaN,NaN,NaN,NaN,NaN,1524.393387
0.036,NaN,NaN,1.556,NaN,NaN,11934.98612,NaN,NaN,NaN,NaN,NaN,819.720972
0.04,NaN,NaN,0.462,NaN,NaN,11938.76267,NaN,NaN,NaN,NaN,NaN,388.288882
0.044,NaN,NaN,-0.17,NaN,NaN,11940.02152,NaN,NaN,NaN,NaN,NaN,661.529206
0.048,NaN,NaN,0.471,NaN,NaN,11937.27493,NaN,NaN,NaN,NaN,NaN,1265.534133
0.052,NaN,NaN,1.547,NaN,NaN,11933.84171,NaN,NaN,NaN,NaN,NaN,1553.155527
0.056,NaN,NaN,1.391,NaN,NaN,11935.61554,NaN,NaN,NaN,NaN,NaN,690.291345
0.06,NaN,NaN,0.334,NaN,NaN,11939.22043,NaN,NaN,NaN,NaN,NaN,373.907812
0.064,NaN,NaN,-0.202,NaN,NaN,11939.90707,NaN,NaN,NaN,NaN,NaN,704.672415
0.068,NaN,NaN,0.576,NaN,NaN,11936.53107,NaN,NaN,NaN,NaN,NaN,1337.439481
0.072,NaN,NaN,1.501,NaN,NaN,11933.89893,NaN,NaN,NaN,NaN,NaN,1452.488039
0.076,NaN,NaN,1.377,NaN,NaN,11935.5011,NaN,NaN,NaN,NaN,NaN,675.910275
0.08,NaN,NaN,0.205,NaN,NaN,11939.73541,NaN,NaN,NaN,NaN,NaN,402.669951
0.084,NaN,NaN,-0.206,NaN,NaN,11939.79263,NaN,NaN,NaN,NaN,NaN,790.958833
0.088,NaN,NaN,0.718,NaN,NaN,11936.0733,NaN,NaN,NaN,NaN,NaN,1366.201621
0.092,NaN,NaN,1.574,NaN,NaN,11934.01337,NaN,NaN,NaN,NaN,NaN,1351.820551
0.096,NaN,NaN,1.295,NaN,NaN,11936.13052,NaN,NaN,NaN,NaN,NaN,604.004927
0.1,NaN,NaN,0.178,NaN,NaN,11939.73541,NaN,NaN,NaN,NaN,NaN,417.051021
0.104,NaN,NaN,-0.165,NaN,NaN,11939.67819,NaN,NaN,NaN,NaN,NaN,862.864181
0.108,NaN,NaN,0.86,NaN,NaN,11935.61554,NaN,NaN,NaN,NaN,NaN,1481.250178
0.112,NaN,NaN,1.62,NaN,NaN,11933.72726,NaN,NaN,NaN,NaN,NaN,1251.153063
0.116,NaN,NaN,1.153,NaN,NaN,11936.24497,NaN,NaN,NaN,NaN,NaN,532.099579
0.12,NaN,NaN,0.064,NaN,NaN,11939.90707,NaN,NaN,NaN,NaN,NaN,417.051021
0.124,NaN,NaN,-0.12,NaN,NaN,11939.56375,NaN,NaN,NaN,NaN,NaN,891.626321
0.128,NaN,NaN,0.956,NaN,NaN,11935.44388,NaN,NaN,NaN,NaN,NaN,1495.631248
0.132,NaN,NaN,1.638,NaN,NaN,11933.95615,NaN,NaN,NaN,NaN,NaN,1136.104506
0.136,NaN,NaN,0.993,NaN,NaN,11937.04605,NaN,NaN,NaN,NaN,NaN,488.956369
0.14,NaN,NaN,0.064,NaN,NaN,11940.13596,NaN,NaN,NaN,NaN,NaN,503.337439
0.144,NaN,NaN,-0.138,NaN,NaN,11939.33487,NaN,NaN,NaN,NaN,NaN,963.531669
0.148,NaN,NaN,1.075,NaN,NaN,11934.75723,NaN,NaN,NaN,NaN,NaN,1495.631248
0.152,NaN,NaN,1.661,NaN,NaN,11934.07059,NaN,NaN,NaN,NaN,NaN,1092.961296
0.156,NaN,NaN,0.888,NaN,NaN,11937.27493,NaN,NaN,NaN,NaN,NaN,517.718509
0.16,NaN,NaN,-0.051,NaN,NaN,11940.07874,NaN,NaN,NaN,NaN,NaN,503.337439
0.164,NaN,NaN,0.05,NaN,NaN,11938.70544,NaN,NaN,NaN,NaN,NaN,1107.342366
0.168,NaN,NaN,1.19,NaN,NaN,11934.64279,NaN,NaN,NaN,NaN,NaN,1466.869108
0.172,NaN,NaN,1.689,NaN,NaN,11934.29947,NaN,NaN,NaN,NaN,NaN,1064.199157
0.176,NaN,NaN,0.782,NaN,NaN,11937.78992,NaN,NaN,NaN,NaN,NaN,503.337439
0.18,NaN,NaN,-0.106,NaN,NaN,11940.30762,NaN,NaN,NaN,NaN,NaN,517.718509
0.184,NaN,NaN,0.137,NaN,NaN,11938.41934,NaN,NaN,NaN,NaN,NaN,1107.342366
0.188,NaN,NaN,1.318,NaN,NaN,11934.07059,NaN,NaN,NaN,NaN,NaN,1495.631248
0.192,NaN,NaN,1.666,NaN,NaN,11934.12781,NaN,NaN,NaN,NaN,NaN,992.293809
0.196,NaN,NaN,0.659,NaN,NaN,11938.13324,NaN,NaN,NaN,NaN,NaN,460.19423
0.2,NaN,NaN,-0.156,NaN,NaN,11940.2504,NaN,NaN,NaN,NaN,NaN,546.480648
0.204,NaN,NaN,0.27,NaN,NaN,11937.84714,NaN,NaN,NaN,NaN,NaN,1208.009854
0.208,NaN,NaN,1.341,NaN,NaN,11934.29947,NaN,NaN,NaN,NaN,NaN,1438.106969
0.212,NaN,NaN,1.611,NaN,NaN,11934.64279,NaN,NaN,NaN,NaN,NaN,920.38846
0.216,NaN,NaN,0.549,NaN,NaN,11938.591,NaN,NaN,NaN,NaN,NaN,474.5753
0.22,NaN,NaN,-0.174,NaN,NaN,11940.2504,NaN,NaN,NaN,NaN,NaN,618.385997
0.224,NaN,NaN,0.393,NaN,NaN,11937.21771,NaN,NaN,NaN,NaN,NaN,1308.677342
0.228,NaN,NaN,1.492,NaN,NaN,11933.72726,NaN,NaN,NaN,NaN,NaN,1495.631248
0.232,NaN,NaN,1.478,NaN,NaN,11934.92889,NaN,NaN,NaN,NaN,NaN,805.339903
0.236,NaN,NaN,0.512,NaN,NaN,11938.41934,NaN,NaN,NaN,NaN,NaN,445.81316
0.24,NaN,NaN,-0.156,NaN,NaN,11939.96429,NaN,NaN,NaN,NaN,NaN,690.291345
0.244,NaN,NaN,0.558,NaN,NaN,11936.64551,NaN,NaN,NaN,NaN,NaN,1366.201621
0.248,NaN,NaN,1.478,NaN,NaN,11933.95615,NaN,NaN,NaN,NaN,NaN,1438.106969
0.252,NaN,NaN,1.515,NaN,NaN,11935.32944,NaN,NaN,NaN,NaN,NaN,762.196694
0.256,NaN,NaN,0.343,NaN,NaN,11939.62097,NaN,NaN,NaN,NaN,NaN,402.669951
0.26,NaN,NaN,-0.156,NaN,NaN,11939.96429,NaN,NaN,NaN,NaN,NaN,762.196694
0.264,NaN,NaN,0.695,NaN,NaN,11936.24497,NaN,NaN,NaN,NaN,NaN,1380.58269
0.268,NaN,NaN,1.551,NaN,NaN,11933.84171,NaN,NaN,NaN,NaN,NaN,1466.869108
0.272,NaN,NaN,1.396,NaN,NaN,11935.5011,NaN,NaN,NaN,NaN,NaN,675.910275
0.276,NaN,NaN,0.21,NaN,NaN,11939.33487,NaN,NaN,NaN,NaN,NaN,402.669951
0.28,NaN,NaN,-0.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,848.483112
0.284,NaN,NaN,0.796,NaN,NaN,11936.18774,NaN,NaN,NaN,NaN,NaN,1423.725899
0.288,NaN,NaN,1.588,NaN,NaN,11933.89893,NaN,NaN,NaN,NaN,NaN,1394.96376
0.292,NaN,NaN,1.29,NaN,NaN,11935.90164,NaN,NaN,NaN,NaN,NaN,618.385997
0.296,NaN,NaN,0.128,NaN,NaN,11940.07874,NaN,NaN,NaN,NaN,NaN,431.432091
0.3,NaN,NaN,-0.138,NaN,NaN,11939.56375,NaN,NaN,NaN,NaN,NaN,934.76953
0.304,NaN,NaN,0.92,NaN,NaN,11935.5011,NaN,NaN,NaN,NaN,NaN,1452.488039
0.308,NaN,NaN,1.666,NaN,NaN,11933.72726,NaN,NaN,NaN,NaN,NaN,1294.296272
0.312,NaN,NaN,1.181,NaN,NaN,11936.01608,NaN,NaN,NaN,NaN,NaN,532.099579
0.316,NaN,NaN,0.132,NaN,NaN,11939.79263,NaN,NaN,NaN,NaN,NaN,474.5753
0.32,NaN,NaN,-0.161,NaN,NaN,11939.50653,NaN,NaN,NaN,NaN,NaN,977.912739
0.324,NaN,NaN,1.039,NaN,NaN,11934.98612,NaN,NaN,NaN,NaN,NaN,1452.488039
0.328,NaN,NaN,1.661,NaN,NaN,11934.12781,NaN,NaN,NaN,NaN,NaN,1150.485575
0.332,NaN,NaN,1.066,NaN,NaN,11936.81717,NaN,NaN,NaN,NaN,NaN,503.337439
