45736890,0.0
46125335,198.0
46125790,204.0
46126154,181.0
46126518,171.0
46126882,163.0
46127342,161.0
46127706,158.0
46128071,156.0
46128526,154.0
46128894,153.0
46129258,152.0
46129623,149.0
46130079,147.0
46130810,145.0
46131267,147.0
46131630,145.0
46131994,147.0
46132362,144.0
46132819,140.0
46139023,138.0
46140938,140.0
46141763,138.0
46142583,135.0
46142947,138.0
46144499,135.0
46144866,138.0
46145231,135.0
46146051,138.0
46146415,135.0
46147239,138.0
46147604,135.0
46148423,133.0
46150343,135.0
46150707,136.0
46152715,135.0
46156183,137.0
46156547,135.0
46157368,134.0
46158192,132.0
46159288,131.0
46160471,129.0
46160927,131.0
46164032,129.0
46165584,127.0
46165948,129.0
46166316,127.0
46167135,129.0
46169052,131.0
46170240,129.0
46172976,127.0
46174164,129.0
46175348,127.0
46176080,129.0
46176900,127.0
46177631,129.0
46178452,127.0
46179272,129.0
46179640,127.0
46181556,129.0
46182740,127.0
46183564,129.0
46184292,127.0
46184660,129.0
46185116,127.0
46185480,129.0
46185844,127.0
46187032,124.0
46190956,127.0
46193328,124.0
46195244,127.0
46196069,126.0
46196797,127.0
46197984,129.0
46198349,122.0
46198713,124.0
46199168,122.0
46200721,121.0
46202640,119.0
46205376,118.0
46208116,120.0
46208937,123.0
46209300,120.0
46211217,123.0
46211673,120.0
46212405,123.0
46212769,120.0
46213589,118.0
46213956,115.0
46214776,118.0
46227281,116.0
46229198,118.0
46239786,116.0
46240150,118.0
46240881,115.0
46241701,118.0
46254206,116.0
46255758,114.0
46256122,115.0
46256942,116.0
46257674,114.0
46258130,116.0
46259682,118.0
46263150,119.0
46266710,117.0
46267074,114.0
46267438,117.0
46268626,114.0
46269446,117.0
46270179,114.0
46270543,117.0
46270998,114.0
46271362,117.0
46272914,114.0
46273735,117.0
46274102,114.0
46274922,117.0
46277206,119.0
46278754,117.0
46279578,118.0
46280306,116.0
46281131,114.0
46281495,115.0
46282678,118.0
46284599,115.0
46285783,113.0
46286239,114.0
46286607,116.0
46286971,114.0
46287335,116.0
46289707,115.0
46290075,113.0
46290527,116.0
46290895,115.0
46292447,113.0
46294819,116.0
46295183,114.0
46295547,113.0
46296003,116.0
46297103,114.0
46297555,115.0
46301027,117.0
46301847,115.0
46305680,113.0
46306135,115.0
46306500,113.0
46306868,115.0
46307323,113.0
46308419,115.0
46308871,113.0
46310060,115.0
46311612,113.0
46311976,115.0
46313163,113.0
46313528,115.0
46314351,113.0
46314715,115.0
46315444,113.0
46315899,115.0
46316267,113.0
46316632,115.0
46317088,113.0
46317451,115.0
46319735,113.0
46320192,111.0
46323296,113.0
46325212,115.0
46326396,113.0
46326764,115.0
46327220,113.0
46327584,115.0
46327948,113.0
46329136,111.0
46329500,113.0
46332236,115.0
46332692,114.0
46333060,112.0
46334612,114.0
46334976,110.0
46335796,112.0
46336528,114.0
46336984,112.0
46337348,114.0
46338536,112.0
46338901,114.0
46339265,112.0
46339724,114.0
46340088,112.0
46341272,114.0
46341636,112.0
46342460,114.0
46342825,112.0
46343192,114.0
46343557,112.0
46345196,114.0
46346292,112.0
46347480,110.0
46348301,112.0
46349488,114.0
46349852,112.0
46350217,114.0
46350580,112.0
46351036,114.0
46351405,112.0
46352589,114.0
46352956,112.0
46354508,114.0
46355328,112.0
46356057,114.0
46357245,110.0
46357608,112.0
46359981,110.0
46360349,108.0
46360804,110.0
46361901,108.0
46362357,110.0
46363541,112.0
46366645,114.0
46367009,112.0
46367377,114.0
46368197,112.0
46368561,114.0
46368929,112.0
46369381,114.0
46369749,112.0
46371665,114.0
46372121,112.0
46373673,110.0
46375589,108.0
46375954,112.0
46376409,110.0
46378329,108.0
46378693,110.0
46379513,108.0
46380245,110.0
46382249,112.0
46384625,114.0
46384989,112.0
46385717,114.0
46386178,112.0
46388458,110.0
46388914,108.0
46389278,110.0
46392381,108.0
46393202,110.0
46393570,108.0
46393933,110.0
46395122,112.0
46397857,114.0
46398222,112.0
46399410,114.0
46399774,110.0
46400230,108.0
46400961,110.0
46401782,108.0
46402970,110.0
46403698,108.0
46404066,110.0
46404522,106.0
46405706,107.0
46406070,110.0
46407259,107.0
46407622,110.0
46409994,108.0
46410363,112.0
46411090,114.0
46411546,112.0
46411910,114.0
46412278,112.0
46413098,110.0
46413467,108.0
46414650,110.0
46415014,108.0
46415838,110.0
46416202,108.0
46416567,110.0
46417755,108.0
46418118,110.0
46418938,108.0
46419306,110.0
46420491,112.0
46420855,114.0
46421310,110.0
46421679,112.0
46422043,110.0
46422863,108.0
46423231,110.0
46425147,108.0
46425602,111.0
46425967,113.0
46426334,111.0
46426698,108.0
46427519,111.0
46427882,108.0
46428338,111.0
46428703,108.0
46429071,111.0
46429435,108.0
46432175,111.0
46432631,108.0
46433359,113.0
46433722,111.0
46434183,108.0
46434547,111.0
46435367,108.0
46435731,109.0
46436095,111.0
46438106,108.0
46438835,111.0
46439655,108.0
46440023,111.0
46440387,108.0
46441207,111.0
46441939,108.0
46442395,111.0
46442759,108.0
46443123,111.0
46443491,108.0
46443947,111.0
46444311,108.0
46444675,111.0
46445131,108.0
46445863,111.0
46446227,108.0
46448235,111.0
46448603,108.0
46448968,111.0
46449787,108.0
46451703,111.0
46452159,108.0
46452523,111.0
46453255,108.0
46454440,111.0
46454808,108.0
46456451,111.0
46457180,108.0
46459915,111.0
46460284,109.0
46460739,111.0
46462655,108.0
46463475,111.0
46464208,108.0
46464572,111.0
46465392,108.0
46465756,111.0
46466212,108.0
46467311,111.0
46467768,108.0
46470048,111.0
46470504,108.0
46474336,111.0
46474792,108.0
46475524,111.0
46476344,108.0
46477896,111.0
46478260,108.0
46478624,111.0
46479080,108.0
46479448,111.0
46480268,108.0
46480633,106.0
46481364,108.0
46481820,106.0
46483372,108.0
46485652,106.0
46489577,108.0
46490400,111.0
46490765,108.0
46491584,111.0
46492317,108.0
46493868,106.0
46494325,107.0
46495872,110.0
46496240,105.0
46496605,107.0
46496972,110.0
46497429,107.0
46497792,110.0
46498156,107.0
46498613,110.0
46498976,107.0
46499341,105.0
46500529,106.0
46500892,107.0
46501717,105.0
46502445,106.0
46502901,105.0
46506005,103.0
46507192,106.0
46507921,103.0
46508376,105.0
46510293,107.0
46510661,105.0
46511845,107.0
46512665,110.0
46513033,107.0
46513397,109.0
46514217,105.0
46514585,107.0
46514949,109.0
46515406,107.0
46515769,109.0
46516137,107.0
46516501,109.0
46516957,107.0
46519693,102.0
46520425,105.0
46521245,103.0
46521609,102.0
46521977,103.0
46522433,105.0
46523161,107.0
46523986,105.0
46525078,103.0
46525537,105.0
46526722,103.0
46527086,105.0
46529461,107.0
46529825,105.0
46530189,107.0
46531010,110.0
46531378,107.0
46532106,105.0
46533749,102.0
46534114,105.0
46534845,102.0
46535302,105.0
46538038,103.0
46538402,105.0
46541142,108.0
46541505,110.0
46542325,107.0
46542690,108.0
46543057,107.0
46544242,108.0
46544610,110.0
46545430,108.0
46546157,107.0
46547802,105.0
46551270,106.0
46551638,105.0
46552458,103.0
46552822,105.0
46554006,110.0
46554374,107.0
46555194,110.0
46555558,107.0
46555926,108.0
46556382,107.0
46557110,105.0
46557478,103.0
46557934,105.0
46559482,103.0
46559850,105.0
46561402,103.0
46561858,105.0
46562222,103.0
46562586,105.0
46562955,103.0
46563774,105.0
46564139,103.0
46564594,105.0
46564962,106.0
46565326,103.0
46566146,106.0
46567698,103.0
46568063,106.0
46568427,105.0
46568883,106.0
46569250,103.0
46569614,106.0
46569978,103.0
46570435,106.0
46570803,103.0
46571166,105.0
46571530,106.0
46572351,103.0
46572719,101.0
46573903,103.0
46575455,102.0
46575911,103.0
46576279,105.0
46576643,103.0
46577007,102.0
46577826,105.0
46578558,102.0
46579743,104.0
46580199,102.0
46580930,104.0
46581295,105.0
46581751,104.0
46582483,105.0
46584855,104.0
46585219,102.0
46587227,105.0
46587590,104.0
46587959,102.0
46588323,104.0
46588779,105.0
46589511,102.0
46590331,105.0
46590695,102.0
46591519,105.0
46591883,102.0
46592703,104.0
46593799,105.0
46594255,104.0
46594619,105.0
46594983,102.0
46595351,105.0
46595807,104.0
46596171,105.0
46596991,104.0
46597359,102.0
46597723,105.0
46598087,104.0
46598907,105.0
46599276,102.0
46600095,104.0
46600824,105.0
46601284,102.0
46602011,105.0
46602375,102.0
46602831,107.0
46604384,105.0
46604751,102.0
46606300,105.0
46606760,102.0
46607124,105.0
46607487,102.0
46608307,105.0
46610592,102.0
46611412,104.0
46611776,102.0
46613692,105.0
46614516,102.0
46615336,105.0
46615704,102.0
46616068,105.0
46616432,102.0
46617620,104.0
46618072,102.0
46618440,105.0
46618804,102.0
46619167,104.0
46619624,102.0
46619988,104.0
46620356,105.0
46620812,102.0
46621544,105.0
46621908,104.0
46622363,105.0
46622728,104.0
46623091,102.0
46624280,105.0
46625100,102.0
46626196,100.0
46628568,102.0
46630120,105.0
46630484,102.0
46631308,105.0
46631672,102.0
46632128,104.0
46632492,102.0
46632856,105.0
46633680,102.0
46634044,105.0
46636417,102.0
46636780,105.0
46637148,102.0
