45736890,16
46108583,17
46108587,21
46111440,17
46115240,21
46115243,17
46115955,23
46117964,19
46121004,23
46168990,7
46168997,3
46171484,7
46176133,23
46176141,19
46178632,23
46185562,7
46185573,3
46188565,7
46193212,23
46193220,19
46196209,23
46203249,7
46203257,3
46206745,7
46211388,23
46211397,19
46214889,23
46221839,7
46221849,3
46224338,7
46228989,23
46228997,19
46231489,23
46238444,7
46238453,3
46241445,7
46246101,23
46246109,19
46249097,23
46256058,7
46256069,3
46259558,7
46264213,23
46264222,19
46267714,23
46445788,7
46445796,3
46449280,7
46453932,23
46453941,19
46457432,23
46462116,7
46462124,3
46465116,7
46469764,23
46469772,19
46472761,23
46477829,7
46477837,3
46480324,7
46484973,23
46484981,19
46487472,23
46493129,7
46493137,3
46496625,7
46501273,23
46501281,19
46504773,23
46509477,7
46509485,3
46512477,7
46517124,23
46517132,19
46520121,23
46525485,7
46525493,3
46527981,7
46532630,23
46532637,19
46535129,23
46541267,7
46541278,3
46543765,7
46548414,23
46548422,19
46550914,23
46557799,7
46557809,3
46560801,7
46565449,23
46565458,19
46568445,23
46575366,7
46575374,3
46578862,7
46583510,23
46583518,19
46587010,23
46593892,7
46593901,3
46596390,7
46601042,23
46601050,19
46603542,23
46610465,7
46610474,3
46613466,7
46618118,23
46618126,19
46621114,23
46627980,7
46627990,3
46631474,7
46636130,23
46636138,19
46639631,23
46817336,7
46817344,3
46820832,7
46825480,23
46825488,19
46828981,23
46833645,7
46833652,3
46836644,7
46841297,23
46841305,19
46844293,23
46849477,7
46849485,3
46851973,7
46856625,23
46856633,19
46859125,23
46864801,7
46864809,3
46868297,7
46872946,23
46872953,19
46876445,23
46881133,7
46881141,3
46884133,7
46888785,23
46888794,19
46891782,23
46897033,7
46897042,3
46899529,7
46904178,23
46904185,19
46906677,23
46912753,7
46912761,3
46915250,7
46919903,23
46919910,19
46922402,23
46929286,7
46929294,3
46932286,7
46936938,23
46936946,19
46939934,23
46946849,7
46946858,3
46950346,7
46955002,23
46955011,19
46958502,23
46965411,7
46965419,3
46967906,7
46972559,23
46972566,19
46975059,23
46981964,7
46981971,3
46984963,7
46989631,23
46989642,19
46992631,23
46999521,7
46999531,3
47003019,7
47007679,23
47007691,19
47011187,23
47188817,7
47188825,3
47192313,7
47196969,23
47196977,19
47200469,23
